match_name,score,yellow_card,red_card,substitutions,squad_x_play_in_the_match
Poland v West Germany,-1,0,0,2,0
Poland v West Germany,-1,0,0,2,0
Argentina v East Germany,0,2,0,2,0
Brazil v Netherlands,-2,13,2,10,0
Brazil v Netherlands,-2,13,2,10,0
Brazil v Netherlands,-2,13,2,10,0
Brazil v Netherlands,-2,13,2,10,0
Brazil v Netherlands,-2,13,2,10,0
Sweden v Yugoslavia,1,2,0,2,0
Brazil v Poland,-1,7,0,10,0
Brazil v Poland,-1,7,0,10,0
Brazil v Poland,-1,7,0,10,0
Brazil v Poland,-1,7,0,10,0
Netherlands v West Germany,-1,7,1,3,0
Netherlands v West Germany,-1,7,1,3,0
Netherlands v West Germany,-1,7,1,3,0
Poland v West Germany,0,0,0,2,0
Poland v West Germany,0,0,0,2,0
France v Italy,-1,15,1,18,1
France v Italy,-1,15,1,18,1
France v Italy,-1,15,1,18,1
France v Italy,-1,15,1,18,1
France v Italy,-1,15,1,18,1
Mexico v Tunisia,-2,0,0,3,0
Argentina v Hungary,1,3,2,7,0
Argentina v Hungary,1,3,2,7,0
Argentina v Hungary,1,3,2,7,0
Austria v Spain,1,0,0,4,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Iran v Netherlands,-3,0,0,2,0
Peru v Scotland,2,1,0,4,0
Hungary v Italy,-2,2,0,4,1
Hungary v Italy,-2,2,0,4,1
Poland v Tunisia,1,0,0,2,0
Mexico v West Germany,-6,12,2,6,0
Mexico v West Germany,-6,12,2,6,0
Argentina v France,1,1,0,3,0
Argentina v France,1,1,0,3,0
Argentina v France,1,1,0,3,0
Austria v Sweden,1,0,0,3,0
Brazil v Spain,0,1,0,4,0
Brazil v Spain,0,1,0,4,0
Brazil v Spain,0,1,0,4,0
Brazil v Spain,0,1,0,4,0
Brazil v Spain,0,1,0,4,0
Netherlands v Peru,0,1,0,3,0
Iran v Scotland,0,0,0,4,0
France v Hungary,2,0,0,3,0
France v Hungary,2,0,0,3,0
Mexico v Poland,-2,0,0,3,0
Tunisia v West Germany,0,2,0,1,0
Argentina v Italy,-1,11,1,11,1
Argentina v Italy,-1,11,1,11,1
Argentina v Italy,-1,11,1,11,1
Argentina v Italy,-1,11,1,11,1
Argentina v Italy,-1,11,1,11,1
Austria v Brazil,-1,0,0,4,0
Austria v Brazil,-1,0,0,4,0
Spain v Sweden,1,1,0,3,0
Spain v Sweden,1,1,0,3,0
Iran v Peru,-3,0,0,4,0
Netherlands v Scotland,-1,1,0,2,0
Austria v Netherlands,-4,0,0,2,0
Italy v West Germany,0,11,0,11,1
Italy v West Germany,0,11,0,11,1
Italy v West Germany,0,11,0,11,1
Italy v West Germany,0,11,0,11,1
Brazil v Peru,3,0,0,8,0
Brazil v Peru,3,0,0,8,0
Argentina v Poland,2,2,0,3,0
Argentina v Poland,2,2,0,3,0
Peru v Poland,-1,4,0,4,0
Peru v Poland,-1,4,0,4,0
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Netherlands v West Germany,0,7,1,3,0
Netherlands v West Germany,0,7,1,3,0
Netherlands v West Germany,0,7,1,3,0
Argentina v Brazil,0,4,1,10,0
Argentina v Brazil,0,4,1,10,0
Argentina v Brazil,0,4,1,10,0
Argentina v Brazil,0,4,1,10,0
Austria v West Germany,1,3,0,3,0
Austria v West Germany,1,3,0,3,0
Austria v West Germany,1,3,0,3,0
Italy v Netherlands,-1,5,0,4,1
Brazil v Poland,2,7,0,10,0
Brazil v Poland,2,7,0,10,0
Brazil v Poland,2,7,0,10,0
Brazil v Poland,2,7,0,10,0
Argentina v Peru,6,0,0,3,0
Brazil v Italy,1,9,0,9,1
Brazil v Italy,1,9,0,9,1
Brazil v Italy,1,9,0,9,1
Brazil v Italy,1,9,0,9,1
Brazil v Italy,1,9,0,9,1
Argentina v Netherlands,2,5,0,4,0
Argentina v Netherlands,2,5,0,4,0
Argentina v Netherlands,2,5,0,4,0
Argentina v Netherlands,2,5,0,4,0
Argentina v Netherlands,2,5,0,4,0
Argentina v Belgium,-1,7,0,9,0
Argentina v Belgium,-1,7,0,9,0
Argentina v Belgium,-1,7,0,9,0
Italy v Poland,0,3,0,1,1
Italy v Poland,0,3,0,1,1
Italy v Poland,0,3,0,1,1
Brazil v Soviet Union,1,0,0,3,0
Brazil v Soviet Union,1,0,0,3,0
Cameroon v Peru,0,1,0,4,0
El Salvador v Hungary,-9,2,0,4,0
New Zealand v Scotland,-3,0,0,4,0
Algeria v West Germany,1,2,0,3,0
England v France,2,1,0,3,0
England v France,2,1,0,3,0
Honduras v Spain,0,2,0,9,0
Honduras v Spain,0,2,0,9,0
Austria v Chile,1,8,0,9,0
Austria v Chile,1,8,0,9,0
Czechoslovakia v Kuwait,0,0,0,3,0
Northern Ireland v Yugoslavia,0,1,0,0,0
Italy v Peru,0,2,0,3,1
Argentina v Hungary,3,3,2,7,0
Argentina v Hungary,3,3,2,7,0
Argentina v Hungary,3,3,2,7,0
Brazil v Scotland,3,5,0,10,0
Brazil v Scotland,3,5,0,10,0
Brazil v Scotland,3,5,0,10,0
Brazil v Scotland,3,5,0,10,0
Cameroon v Poland,0,3,0,3,0
Belgium v El Salvador,1,2,0,6,0
Belgium v El Salvador,1,2,0,6,0
New Zealand v Soviet Union,-3,0,0,2,0
Chile v West Germany,-3,5,1,7,0
Chile v West Germany,-3,5,1,7,0
Chile v West Germany,-3,5,1,7,0
Czechoslovakia v England,-2,2,0,6,0
Czechoslovakia v England,-2,2,0,6,0
Spain v Yugoslavia,1,9,0,8,0
Spain v Yugoslavia,1,9,0,8,0
Algeria v Austria,-2,1,0,4,0
France v Kuwait,3,3,0,4,0
Honduras v Northern Ireland,0,0,0,3,0
Peru v Poland,-4,1,0,4,0
Peru v Poland,-4,1,0,4,0
Belgium v Hungary,0,2,0,4,0
Scotland v Soviet Union,0,1,0,3,0
Cameroon v Italy,0,8,1,6,1
Cameroon v Italy,0,8,1,6,1
Argentina v El Salvador,2,5,0,4,0
Brazil v New Zealand,4,0,0,4,0
Algeria v Chile,1,1,0,4,0
Czechoslovakia v France,0,2,1,4,0
Honduras v Yugoslavia,-1,2,1,3,0
Austria v West Germany,-1,2,0,2,0
Austria v West Germany,-1,2,0,2,0
Austria v West Germany,-1,2,0,2,0
England v Kuwait,1,2,0,1,0
Northern Ireland v Spain,1,3,1,4,0
Northern Ireland v Spain,1,3,1,4,0
Austria v France,-1,1,0,4,0
Austria v France,-1,1,0,4,0
Belgium v Poland,-3,1,0,3,0
Argentina v Italy,-1,8,1,8,1
Argentina v Italy,-1,8,1,8,1
Argentina v Italy,-1,8,1,8,1
Argentina v Italy,-1,8,1,8,1
Argentina v Italy,-1,8,1,8,1
England v West Germany,0,6,0,10,0
England v West Germany,0,6,0,10,0
England v West Germany,0,6,0,10,0
England v West Germany,0,6,0,10,0
Austria v Northern Ireland,0,1,0,3,0
Belgium v Soviet Union,-1,1,0,4,0
Belgium v Soviet Union,-1,1,0,4,0
Belgium v Soviet Union,-1,1,0,4,0
Argentina v Brazil,-2,4,1,10,0
Argentina v Brazil,-2,4,1,10,0
Argentina v Brazil,-2,4,1,10,0
Argentina v Brazil,-2,4,1,10,0
Spain v West Germany,-1,5,0,3,0
Spain v West Germany,-1,5,0,3,0
France v Northern Ireland,3,2,0,3,0
France v Northern Ireland,3,2,0,3,0
Poland v Soviet Union,0,5,0,3,0
Brazil v Italy,-1,2,0,3,1
Brazil v Italy,-1,2,0,3,1
Brazil v Italy,-1,2,0,3,1
Brazil v Italy,-1,2,0,3,1
Brazil v Italy,-1,2,0,3,1
England v Spain,0,1,0,4,0
England v Spain,0,1,0,4,0
Italy v Poland,2,7,0,7,1
Italy v Poland,2,7,0,7,1
Italy v Poland,2,7,0,7,1
France v West Germany,0,3,0,4,0
France v West Germany,0,3,0,4,0
France v West Germany,0,3,0,4,0
France v Poland,-1,3,0,3,0
Italy v West Germany,2,11,0,11,1
Italy v West Germany,2,11,0,11,1
Italy v West Germany,2,11,0,11,1
Italy v West Germany,2,11,0,11,1
Bulgaria v Italy,0,8,0,7,1
Bulgaria v Italy,0,8,0,7,1
Brazil v Spain,1,2,0,3,0
Brazil v Spain,1,2,0,3,0
Brazil v Spain,1,2,0,3,0
Brazil v Spain,1,2,0,3,0
Brazil v Spain,1,2,0,3,0
Canada v France,-1,0,0,3,0
Argentina v South Korea,2,7,0,9,0
Argentina v South Korea,2,7,0,9,0
Hungary v Soviet Union,-6,0,0,4,0
Hungary v Soviet Union,-6,0,0,4,0
Morocco v Poland,0,1,0,4,0
Belgium v Mexico,-1,6,2,10,0
Belgium v Mexico,-1,6,2,10,0
Belgium v Mexico,-1,6,2,10,0
Algeria v Northern Ireland,0,4,0,4,0
England v Portugal,-1,3,0,4,0
England v Portugal,-1,3,0,4,0
England v Portugal,-1,3,0,4,0
Iraq v Paraguay,-1,2,0,3,0
Uruguay v West Germany,0,2,0,4,0
Uruguay v West Germany,0,2,0,4,0
Uruguay v West Germany,0,2,0,4,0
Denmark v Scotland,1,1,0,4,0
Argentina v Italy,0,8,1,8,1
Argentina v Italy,0,8,1,8,1
Argentina v Italy,0,8,1,8,1
Argentina v Italy,0,8,1,8,1
Argentina v Italy,0,8,1,8,1
France v Soviet Union,0,4,0,4,0
Bulgaria v South Korea,0,3,0,4,0
Canada v Hungary,-2,4,1,4,0
Algeria v Brazil,-1,0,0,4,0
England v Morocco,0,4,1,4,0
Mexico v Paraguay,0,5,0,4,0
Northern Ireland v Spain,-1,2,0,4,0
Northern Ireland v Spain,-1,2,0,4,0
Poland v Portugal,1,2,0,4,0
Poland v Portugal,1,2,0,4,0
Belgium v Iraq,1,7,1,3,0
Scotland v West Germany,-1,3,0,4,0
Denmark v Uruguay,5,5,1,4,0
Denmark v Uruguay,5,5,1,4,0
France v Hungary,3,2,0,4,0
France v Hungary,3,2,0,4,0
Canada v Soviet Union,-2,0,0,4,0
Argentina v Bulgaria,2,11,1,8,0
Argentina v Bulgaria,2,11,1,8,0
Argentina v Bulgaria,2,11,1,8,0
Italy v South Korea,1,16,1,9,1
Italy v South Korea,1,16,1,9,1
Iraq v Mexico,-1,2,0,4,0
Belgium v Paraguay,0,2,0,2,0
Belgium v Paraguay,0,2,0,2,0
England v Poland,3,1,0,4,0
Morocco v Portugal,2,3,0,9,0
Morocco v Portugal,2,3,0,9,0
Algeria v Spain,-3,2,0,4,0
Brazil v Northern Ireland,3,1,0,4,0
Denmark v West Germany,2,5,1,4,0
Scotland v Uruguay,0,5,1,4,0
Scotland v Uruguay,0,5,1,4,0
Bulgaria v Mexico,-2,13,2,5,0
Bulgaria v Mexico,-2,13,2,5,0
Belgium v Soviet Union,1,1,0,6,0
Belgium v Soviet Union,1,1,0,6,0
Belgium v Soviet Union,1,1,0,6,0
Brazil v Poland,4,7,0,10,0
Brazil v Poland,4,7,0,10,0
Brazil v Poland,4,7,0,10,0
Brazil v Poland,4,7,0,10,0
Argentina v Uruguay,1,7,0,3,0
Argentina v Uruguay,1,7,0,3,0
France v Italy,2,15,1,18,1
France v Italy,2,15,1,18,1
France v Italy,2,15,1,18,1
France v Italy,2,15,1,18,1
France v Italy,2,15,1,18,1
Morocco v West Germany,-1,2,0,1,0
Morocco v West Germany,-1,2,0,1,0
England v Paraguay,3,6,0,8,0
England v Paraguay,3,6,0,8,0
Denmark v Spain,-4,4,0,4,0
Brazil v France,0,13,1,15,0
Brazil v France,0,13,1,15,0
Brazil v France,0,13,1,15,0
Brazil v France,0,13,1,15,0
Mexico v West Germany,0,12,2,6,0
Mexico v West Germany,0,12,2,6,0
Argentina v England,1,11,1,15,0
Argentina v England,1,11,1,15,0
Argentina v England,1,11,1,15,0
Argentina v England,1,11,1,15,0
Argentina v England,1,11,1,15,0
Belgium v Spain,0,4,0,4,0
Belgium v Spain,0,4,0,4,0
France v West Germany,-2,2,0,3,0
France v West Germany,-2,2,0,3,0
France v West Germany,-2,2,0,3,0
Argentina v Belgium,2,7,0,9,0
Argentina v Belgium,2,7,0,9,0
Argentina v Belgium,2,7,0,9,0
Belgium v France,-2,1,0,4,0
Belgium v France,-2,1,0,4,0
Belgium v France,-2,1,0,4,0
Argentina v West Germany,1,6,0,3,0
Argentina v West Germany,1,6,0,3,0
Argentina v West Germany,1,6,0,3,0
Argentina v West Germany,1,6,0,3,0
Argentina v Cameroon,-1,4,2,4,0
Romania v Soviet Union,2,2,0,4,0
Colombia v United Arab Emirates,2,3,0,3,0
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Czechoslovakia v United States,4,4,1,4,0
Brazil v Sweden,1,8,0,10,0
Brazil v Sweden,1,8,0,10,0
Brazil v Sweden,1,8,0,10,0
Brazil v Sweden,1,8,0,10,0
Brazil v Sweden,1,8,0,10,0
Brazil v Sweden,1,8,0,10,0
Brazil v Sweden,1,8,0,10,0
West Germany v Yugoslavia,3,1,0,4,0
West Germany v Yugoslavia,3,1,0,4,0
West Germany v Yugoslavia,3,1,0,4,0
West Germany v Yugoslavia,3,1,0,4,0
West Germany v Yugoslavia,3,1,0,4,0
Costa Rica v Scotland,1,0,0,3,0
England v Republic of Ireland,0,1,0,3,0
Belgium v South Korea,2,6,0,9,0
Belgium v South Korea,2,6,0,9,0
Belgium v South Korea,2,6,0,9,0
Egypt v Netherlands,0,2,0,4,0
Spain v Uruguay,0,4,0,4,0
Spain v Uruguay,0,4,0,4,0
Argentina v Soviet Union,2,5,1,4,0
Cameroon v Romania,1,3,0,4,0
Colombia v Yugoslavia,-1,1,0,4,0
Colombia v Yugoslavia,-1,1,0,4,0
Italy v United States,1,7,3,8,1
Italy v United States,1,7,3,8,1
Italy v United States,1,7,3,8,1
Austria v Czechoslovakia,-1,5,0,4,0
Austria v Czechoslovakia,-1,5,0,4,0
United Arab Emirates v West Germany,-4,3,0,4,0
Brazil v Costa Rica,1,7,0,10,0
Brazil v Costa Rica,1,7,0,10,0
Brazil v Costa Rica,1,7,0,10,0
Scotland v Sweden,1,2,0,4,0
England v Netherlands,0,0,0,3,0
Egypt v Republic of Ireland,0,2,0,4,0
Belgium v Uruguay,2,4,1,4,0
South Korea v Spain,-2,3,0,4,0
South Korea v Spain,-2,3,0,4,0
South Korea v Spain,-2,3,0,4,0
Argentina v Romania,0,5,0,4,0
Argentina v Romania,0,5,0,4,0
Cameroon v Soviet Union,-4,3,0,4,0
Colombia v West Germany,0,4,0,2,0
United Arab Emirates v Yugoslavia,-3,6,1,4,0
Austria v United States,1,9,1,4,0
Czechoslovakia v Italy,-2,4,0,4,1
Czechoslovakia v Italy,-2,4,0,4,1
Brazil v Scotland,1,5,0,10,0
Brazil v Scotland,1,5,0,10,0
Brazil v Scotland,1,5,0,10,0
Brazil v Scotland,1,5,0,10,0
Costa Rica v Sweden,1,4,0,4,0
Belgium v Spain,-1,0,0,4,0
Belgium v Spain,-1,0,0,4,0
South Korea v Uruguay,-1,7,1,4,0
South Korea v Uruguay,-1,7,1,4,0
Egypt v England,-1,3,0,4,0
Netherlands v Republic of Ireland,0,1,0,4,0
Netherlands v Republic of Ireland,0,1,0,4,0
Cameroon v Colombia,1,6,0,4,0
Costa Rica v Czechoslovakia,-3,5,0,2,0
Argentina v Brazil,1,5,1,3,0
Argentina v Brazil,1,5,1,3,0
Argentina v Brazil,1,5,1,3,0
Argentina v Brazil,1,5,1,3,0
Netherlands v West Germany,-1,5,2,3,0
Netherlands v West Germany,-1,5,2,3,0
Netherlands v West Germany,-1,5,2,3,0
Republic of Ireland v Romania,0,4,0,4,0
Italy v Uruguay,2,9,1,10,1
Italy v Uruguay,2,9,1,10,1
Italy v Uruguay,2,9,1,10,1
Spain v Yugoslavia,-1,9,0,8,0
Spain v Yugoslavia,-1,9,0,8,0
Belgium v England,-1,3,0,8,0
Belgium v England,-1,3,0,8,0
Belgium v England,-1,3,0,8,0
Belgium v England,-1,3,0,8,0
Argentina v Yugoslavia,0,7,1,3,0
Italy v Republic of Ireland,1,2,0,4,1
Italy v Republic of Ireland,1,2,0,4,1
Czechoslovakia v West Germany,-1,7,1,3,0
Czechoslovakia v West Germany,-1,7,1,3,0
Cameroon v England,-1,4,0,4,0
Argentina v Italy,0,11,1,11,1
Argentina v Italy,0,11,1,11,1
Argentina v Italy,0,11,1,11,1
Argentina v Italy,0,11,1,11,1
Argentina v Italy,0,11,1,11,1
England v West Germany,0,6,0,10,0
England v West Germany,0,6,0,10,0
England v West Germany,0,6,0,10,0
England v West Germany,0,6,0,10,0
England v Italy,-1,0,0,4,1
England v Italy,-1,0,0,4,1
Argentina v West Germany,-1,4,2,3,0
Argentina v West Germany,-1,4,2,3,0
Argentina v West Germany,-1,4,2,3,0
Argentina v West Germany,-1,4,2,3,0
Bolivia v Germany,-1,6,1,4,0
South Korea v Spain,0,7,1,10,0
South Korea v Spain,0,7,1,10,0
South Korea v Spain,0,7,1,10,0
Switzerland v United States,0,3,0,4,0
Italy v Republic of Ireland,-1,3,0,4,1
Italy v Republic of Ireland,-1,3,0,4,1
Colombia v Romania,-2,4,0,2,0
Colombia v Romania,-2,4,0,2,0
Belgium v Morocco,1,5,0,5,0
Mexico v Norway,-1,3,0,4,0
Cameroon v Sweden,0,2,0,4,0
Brazil v Russia,2,3,0,4,0
Netherlands v Saudi Arabia,1,5,0,4,0
Argentina v Greece,4,3,0,4,0
Argentina v Greece,4,3,0,4,0
Germany v Spain,0,4,0,9,0
Germany v Spain,0,4,0,9,0
Bulgaria v Nigeria,-3,8,0,10,0
Bulgaria v Nigeria,-3,8,0,10,0
Romania v Switzerland,-3,3,1,4,0
Colombia v United States,-1,2,0,4,0
Italy v Norway,1,9,1,11,1
Italy v Norway,1,9,1,11,1
Italy v Norway,1,9,1,11,1
Bolivia v South Korea,0,8,1,3,0
Mexico v Republic of Ireland,1,4,0,4,0
Brazil v Cameroon,3,3,1,4,0
Brazil v Cameroon,3,3,1,4,0
Russia v Sweden,-2,7,1,4,0
Belgium v Netherlands,1,6,0,4,0
Belgium v Netherlands,1,6,0,4,0
Morocco v Saudi Arabia,-1,6,0,4,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Bulgaria v Greece,4,8,0,4,0
Colombia v Switzerland,2,5,0,4,0
Romania v United States,1,4,0,4,0
Bolivia v Spain,-2,2,0,4,0
Germany v South Korea,1,7,0,11,0
Germany v South Korea,1,7,0,11,0
Germany v South Korea,1,7,0,11,0
Italy v Mexico,0,5,0,7,1
Italy v Mexico,0,5,0,7,1
Italy v Mexico,0,5,0,7,1
Norway v Republic of Ireland,0,5,0,4,0
Cameroon v Russia,-5,5,0,4,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Brazil v Sweden,0,8,0,10,0
Belgium v Saudi Arabia,-1,4,0,4,0
Morocco v Netherlands,-1,7,0,4,0
Argentina v Bulgaria,-2,11,1,8,0
Argentina v Bulgaria,-2,11,1,8,0
Argentina v Bulgaria,-2,11,1,8,0
Greece v Nigeria,-2,8,1,9,0
Greece v Nigeria,-2,8,1,9,0
Belgium v Germany,-1,3,0,4,0
Belgium v Germany,-1,3,0,4,0
Spain v Switzerland,3,12,0,10,0
Spain v Switzerland,3,12,0,10,0
Spain v Switzerland,3,12,0,10,0
Saudi Arabia v Sweden,-2,4,0,4,0
Argentina v Romania,-1,7,0,3,0
Argentina v Romania,-1,7,0,3,0
Netherlands v Republic of Ireland,2,1,0,4,0
Netherlands v Republic of Ireland,2,1,0,4,0
Brazil v United States,1,8,2,3,0
Italy v Nigeria,1,9,1,4,1
Bulgaria v Mexico,0,13,2,5,0
Bulgaria v Mexico,0,13,2,5,0
Italy v Spain,1,2,0,4,1
Italy v Spain,1,2,0,4,1
Italy v Spain,1,2,0,4,1
Brazil v Netherlands,1,13,2,10,0
Brazil v Netherlands,1,13,2,10,0
Brazil v Netherlands,1,13,2,10,0
Brazil v Netherlands,1,13,2,10,0
Brazil v Netherlands,1,13,2,10,0
Bulgaria v Germany,1,8,0,4,0
Romania v Sweden,0,7,1,3,0
Bulgaria v Italy,-1,8,0,7,1
Bulgaria v Italy,-1,8,0,7,1
Brazil v Sweden,1,3,1,2,0
Brazil v Sweden,1,3,1,2,0
Brazil v Sweden,1,3,1,2,0
Brazil v Sweden,1,3,1,2,0
Brazil v Sweden,1,3,1,2,0
Brazil v Sweden,1,3,1,2,0
Brazil v Sweden,1,3,1,2,0
Bulgaria v Sweden,-4,2,0,7,0
Bulgaria v Sweden,-4,2,0,7,0
Brazil v Italy,0,9,0,9,1
Brazil v Italy,0,9,0,9,1
Brazil v Italy,0,9,0,9,1
Brazil v Italy,0,9,0,9,1
Brazil v Italy,0,9,0,9,1
Brazil v Scotland,1,5,0,10,0
Brazil v Scotland,1,5,0,10,0
Brazil v Scotland,1,5,0,10,0
Brazil v Scotland,1,5,0,10,0
Morocco v Norway,0,1,0,5,0
Chile v Italy,0,5,0,6,1
Chile v Italy,0,5,0,6,1
Chile v Italy,0,5,0,6,1
Austria v Cameroon,0,2,0,6,0
Bulgaria v Paraguay,0,6,1,5,0
Denmark v Saudi Arabia,1,4,0,6,0
France v South Africa,3,5,1,11,0
France v South Africa,3,5,1,11,0
Nigeria v Spain,1,4,0,6,0
Mexico v South Korea,2,7,1,12,0
Mexico v South Korea,2,7,1,12,0
Belgium v Netherlands,0,2,1,5,0
Belgium v Netherlands,0,2,1,5,0
Argentina v Japan,1,3,0,4,0
Iran v Yugoslavia,-1,2,0,4,0
Croatia v Jamaica,2,3,0,4,0
England v Tunisia,2,4,0,4,0
England v Tunisia,2,4,0,4,0
Colombia v Romania,-1,4,0,5,0
Colombia v Romania,-1,4,0,5,0
Germany v United States,2,12,0,12,0
Germany v United States,2,12,0,12,0
Germany v United States,2,12,0,12,0
Norway v Scotland,0,4,0,5,0
Brazil v Morocco,3,4,0,6,0
Austria v Chile,0,8,0,9,0
Austria v Chile,0,8,0,9,0
Cameroon v Italy,-3,8,1,6,1
Cameroon v Italy,-3,8,1,6,1
Denmark v South Africa,0,7,3,6,0
France v Saudi Arabia,4,4,2,6,0
Bulgaria v Nigeria,-1,8,0,10,0
Bulgaria v Nigeria,-1,8,0,10,0
Paraguay v Spain,0,8,0,11,0
Paraguay v Spain,0,8,0,11,0
Paraguay v Spain,0,8,0,11,0
Croatia v Japan,1,10,0,12,0
Croatia v Japan,1,10,0,12,0
Belgium v Mexico,0,6,2,10,0
Belgium v Mexico,0,6,2,10,0
Belgium v Mexico,0,6,2,10,0
Netherlands v South Korea,5,2,0,6,0
Germany v Yugoslavia,0,1,0,6,0
Argentina v Jamaica,5,5,1,6,0
Iran v United States,1,3,0,6,0
Colombia v Tunisia,1,3,0,6,0
England v Romania,-1,4,0,5,0
England v Romania,-1,4,0,5,0
Cameroon v Chile,0,5,2,6,0
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Austria v Italy,-1,6,0,13,1
Brazil v Norway,-1,2,0,3,0
Morocco v Scotland,3,2,1,5,0
Denmark v France,-1,4,0,6,0
Denmark v France,-1,4,0,6,0
Denmark v France,-1,4,0,6,0
